date,rec,daten,BAA,AAA,t3m,t10y,t5y,t1y,time,spr1,spr5,spr10,hyspr
1955-09-01,0,01sep1955,3.59,3.13,2.07,2.97,2.85,2.36,1955m9,.28999999,.77999997,.89999998,.46000001
1955-10-01,0,01oct1955,3.59,3.1,2.23,2.88,2.76,2.39,1955m10,.16,.52999997,.64999998,.49000001
1955-11-01,0,01nov1955,3.58,3.1,2.24,2.89,2.81,2.48,1955m11,.23999999,.56999999,.64999998,.47999999
1955-12-01,0,01dec1955,3.62,3.15,2.54,2.96,2.93,2.73,1955m12,.19,.38999999,.41999999,.47
1956-01-01,0,01jan1956,3.6,3.11,2.41,2.9,2.84,2.58,1956m1,.17,.43000001,.49000001,.49000001
1956-02-01,0,01feb1956,3.58,3.08,2.32,2.84,2.74,2.49,1956m2,.17,.41999999,.51999998,.5
1956-03-01,0,01mar1956,3.6,3.1,2.25,2.96,2.93,2.61,1956m3,.36000001,.68000001,.70999998,.5
1956-04-01,0,01apr1956,3.68,3.24,2.6,3.18,3.2,2.92,1956m4,.31999999,.60000002,.57999998,.44
1956-05-01,0,01may1956,3.73,3.28,2.61,3.07,3.08,2.94,1956m5,.33000001,.47,.46000001,.44999999
1956-06-01,0,01jun1956,3.76,3.26,2.49,3,2.97,2.74,1956m6,.25,.47999999,.50999999,.5
1956-07-01,0,01jul1956,3.8,3.28,2.31,3.11,3.12,2.76,1956m7,.44999999,.81,.80000001,.51999998
1956-08-01,0,01aug1956,3.93,3.43,2.6,3.33,3.41,3.1,1956m8,.5,.81,.73000002,.5
1956-09-01,0,01sep1956,4.07,3.56,2.84,3.38,3.47,3.35,1956m9,.50999999,.63,.54000002,.50999999
1956-10-01,0,01oct1956,4.17,3.59,2.9,3.34,3.4,3.28,1956m10,.38,.5,.44,.57999998
1956-11-01,0,01nov1956,4.24,3.69,2.99,3.49,3.56,3.44,1956m11,.44999999,.56999999,.5,.55000001
1956-12-01,0,01dec1956,4.37,3.75,3.21,3.59,3.7,3.68,1956m12,.47,.49000001,.38,.62
1957-01-01,0,01jan1957,4.49,3.77,3.11,3.46,3.47,3.37,1957m1,.25999999,.36000001,.34999999,.72000003
1957-02-01,0,01feb1957,4.47,3.67,3.1,3.34,3.39,3.38,1957m2,.28,.28999999,.23999999,.80000001
1957-03-01,0,01mar1957,4.43,3.66,3.08,3.41,3.46,3.42,1957m3,.34,.38,.33000001,.76999998
1957-04-01,0,01apr1957,4.44,3.67,3.07,3.48,3.53,3.49,1957m4,.41999999,.46000001,.41,.76999998
1957-05-01,0,01may1957,4.52,3.74,3.06,3.6,3.64,3.48,1957m5,.41999999,.57999998,.54000002,.77999997
1957-06-01,0,01jun1957,4.63,3.91,3.29,3.8,3.83,3.65,1957m6,.36000001,.54000002,.50999999,.72000003
1957-07-01,0,01jul1957,4.73,3.99,3.16,3.93,4,3.81,1957m7,.64999998,.83999997,.76999998,.74000001
1957-08-01,0,01aug1957,4.82,4.1,3.37,3.93,4,4.01,1957m8,.63999999,.63,.56,.72000003
1957-09-01,1,01sep1957,4.93,4.12,3.53,3.92,4.03,4.07,1957m9,.54000002,.5,.38999999,.81
1957-10-01,1,01oct1957,4.99,4.1,3.58,3.97,4.08,4.01,1957m10,.43000001,.5,.38999999,.88999999
1957-11-01,1,01nov1957,5.09,4.08,3.31,3.72,3.72,3.57,1957m11,.25999999,.41,.41,1.01
1957-12-01,1,01dec1957,5.03,3.81,3.04,3.21,3.08,3.18,1957m12,.14,.039999999,.17,1.22
1958-01-01,1,01jan1958,4.83,3.6,2.44,3.09,2.88,2.65,1958m1,.20999999,.44,.64999998,1.23
1958-02-01,1,01feb1958,4.66,3.59,1.53,3.05,2.78,1.99,1958m2,.46000001,1.25,1.52,1.0700001
1958-03-01,1,01mar1958,4.68,3.63,1.3,2.98,2.64,1.84,1958m3,.54000002,1.34,1.6799999,1.05
1958-04-01,1,01apr1958,4.67,3.6,1.13,2.88,2.46,1.45,1958m4,.31999999,1.33,1.75,1.0700001
1958-05-01,0,01may1958,4.62,3.57,.91,2.92,2.41,1.37,1958m5,.46000001,1.5,2.01,1.05
1958-06-01,0,01jun1958,4.55,3.57,.83,2.97,2.46,1.23,1958m6,.40000001,1.63,2.1400001,.98000002
1958-07-01,0,01jul1958,4.53,3.67,.91,3.2,2.77,1.61,1958m7,.69999999,1.86,2.29,.86000001
1958-08-01,0,01aug1958,4.67,3.85,1.69,3.54,3.29,2.5,1958m8,.81,1.6,1.85,.81999999
1958-09-01,0,01sep1958,4.87,4.09,2.44,3.76,3.69,3.05,1958m9,.61000001,1.25,1.3200001,.77999997
1958-10-01,0,01oct1958,4.92,4.11,2.63,3.8,3.78,3.19,1958m10,.56,1.15,1.17,.81
1958-11-01,0,01nov1958,4.87,4.09,2.67,3.74,3.7,3.1,1958m11,.43000001,1.03,1.0700001,.77999997
1958-12-01,0,01dec1958,4.85,4.08,2.77,3.86,3.82,3.29,1958m12,.51999998,1.05,1.09,.76999998
1959-01-01,0,01jan1959,4.87,4.12,2.82,4.02,4.01,3.36,1959m1,.54000002,1.1900001,1.2,.75
1959-02-01,0,01feb1959,4.89,4.14,2.7,3.96,3.96,3.54,1959m2,.83999997,1.26,1.26,.75
1959-03-01,0,01mar1959,4.85,4.13,2.8,3.99,3.99,3.61,1959m3,.81,1.1900001,1.1900001,.72000003
1959-04-01,0,01apr1959,4.86,4.23,2.95,4.12,4.12,3.72,1959m4,.76999998,1.17,1.17,.63
1959-05-01,0,01may1959,4.96,4.37,2.84,4.31,4.35,3.96,1959m5,1.12,1.51,1.47,.58999997
1959-06-01,0,01jun1959,5.04,4.46,3.21,4.34,4.5,4.07,1959m6,.86000001,1.29,1.13,.57999998
1959-07-01,0,01jul1959,5.08,4.47,3.2,4.4,4.58,4.39,1959m7,1.1900001,1.38,1.2,.61000001
1959-08-01,0,01aug1959,5.09,4.43,3.38,4.43,4.57,4.42,1959m8,1.04,1.1900001,1.05,.66000003
1959-09-01,0,01sep1959,5.18,4.52,4.04,4.68,4.9,5,1959m9,.95999998,.86000001,.63999999,.66000003
1959-10-01,0,01oct1959,5.28,4.57,4.05,4.53,4.72,4.8,1959m10,.75,.67000002,.47999999,.70999998
1959-11-01,0,01nov1959,5.26,4.56,4.15,4.53,4.75,4.81,1959m11,.66000003,.60000002,.38,.69999999
1959-12-01,0,01dec1959,5.28,4.58,4.49,4.69,5.01,5.14,1959m12,.64999998,.51999998,.2,.69999999
1960-01-01,0,01jan1960,5.34,4.61,4.35,4.72,4.92,5.03,1960m1,.68000001,.56999999,.37,.73000002
1960-02-01,0,01feb1960,5.34,4.56,3.96,4.49,4.69,4.66,1960m2,.69999999,.73000002,.52999997,.77999997
1960-03-01,0,01mar1960,5.25,4.49,3.31,4.25,4.31,4.02,1960m3,.70999998,1,.94,.75999999
1960-04-01,0,01apr1960,5.2,4.45,3.23,4.28,4.29,4.04,1960m4,.81,1.0599999,1.05,.75
1960-05-01,1,01may1960,5.28,4.46,3.29,4.35,4.49,4.21,1960m5,.92000002,1.2,1.0599999,.81999999
1960-06-01,1,01jun1960,5.26,4.45,2.46,4.15,4.12,3.36,1960m6,.89999998,1.66,1.6900001,.81
1960-07-01,1,01jul1960,5.22,4.41,2.3,3.9,3.79,3.2,1960m7,.89999998,1.49,1.6,.81
1960-08-01,1,01aug1960,5.08,4.28,2.3,3.8,3.62,2.95,1960m8,.64999998,1.3200001,1.5,.80000001
1960-09-01,1,01sep1960,5.01,4.25,2.48,3.8,3.61,3.07,1960m9,.58999997,1.13,1.3200001,.75999999
1960-10-01,1,01oct1960,5.11,4.3,2.3,3.89,3.76,3.04,1960m10,.74000001,1.46,1.59,.81
1960-11-01,1,01nov1960,5.08,4.31,2.37,3.93,3.81,3.08,1960m11,.70999998,1.4400001,1.5599999,.76999998
1960-12-01,1,01dec1960,5.1,4.35,2.25,3.84,3.67,2.86,1960m12,.61000001,1.42,1.59,.75
1961-01-01,1,01jan1961,5.1,4.32,2.24,3.84,3.67,2.81,1961m1,.56999999,1.4299999,1.6,.77999997
1961-02-01,1,01feb1961,5.07,4.27,2.42,3.78,3.66,2.93,1961m2,.50999999,1.24,1.36,.80000001
1961-03-01,0,01mar1961,5.02,4.22,2.39,3.74,3.6,2.88,1961m3,.49000001,1.21,1.35,.80000001
1961-04-01,0,01apr1961,5.01,4.25,2.29,3.78,3.57,2.88,1961m4,.58999997,1.28,1.49,.75999999
1961-05-01,0,01may1961,5.01,4.27,2.29,3.71,3.47,2.87,1961m5,.57999998,1.1799999,1.42,.74000001
1961-06-01,0,01jun1961,5.03,4.33,2.33,3.88,3.81,3.06,1961m6,.73000002,1.48,1.55,.69999999
1961-07-01,0,01jul1961,5.09,4.41,2.24,3.92,3.84,2.92,1961m7,.68000001,1.6,1.6799999,.68000001
1961-08-01,0,01aug1961,5.11,4.45,2.39,4.04,3.96,3.06,1961m8,.67000002,1.5700001,1.65,.66000003
1961-09-01,0,01sep1961,5.12,4.45,2.28,3.98,3.9,3.06,1961m9,.77999997,1.62,1.7,.67000002
1961-10-01,0,01oct1961,5.13,4.42,2.3,3.92,3.8,3.05,1961m10,.75,1.5,1.62,.70999998
1961-11-01,0,01nov1961,5.11,4.39,2.48,3.94,3.82,3.07,1961m11,.58999997,1.34,1.46,.72000003
1961-12-01,0,01dec1961,5.1,4.42,2.6,4.06,3.91,3.18,1961m12,.57999998,1.3099999,1.46,.68000001
1962-01-01,0,01jan1962,5.08,4.42,2.72,4.08,3.94,3.28,1962m1,.56,1.22,1.36,.66000003
1962-02-01,0,01feb1962,5.07,4.42,2.73,4.04,3.89,3.28,1962m2,.55000001,1.16,1.3099999,.64999998
1962-03-01,0,01mar1962,5.04,4.39,2.72,3.93,3.68,3.06,1962m3,.34,.95999998,1.21,.64999998
1962-04-01,0,01apr1962,5.02,4.33,2.73,3.84,3.6,2.99,1962m4,.25999999,.87,1.11,.69
1962-05-01,0,01may1962,5,4.28,2.69,3.87,3.66,3.03,1962m5,.34,.97000003,1.1799999,.72000003
1962-06-01,0,01jun1962,5.02,4.28,2.73,3.91,3.64,3.03,1962m6,.30000001,.91000003,1.1799999,.74000001
1962-07-01,0,01jul1962,5.05,4.34,2.92,4.01,3.8,3.29,1962m7,.37,.88,1.09,.70999998
1962-08-01,0,01aug1962,5.06,4.35,2.82,3.98,3.71,3.2,1962m8,.38,.88999999,1.16,.70999998
1962-09-01,0,01sep1962,5.03,4.32,2.78,3.98,3.7,3.06,1962m9,.28,.92000002,1.2,.70999998
1962-10-01,0,01oct1962,4.99,4.28,2.74,3.93,3.64,2.98,1962m10,.23999999,.89999998,1.1900001,.70999998
1962-11-01,0,01nov1962,4.96,4.25,2.83,3.92,3.6,3,1962m11,.17,.76999998,1.09,.70999998
1962-12-01,0,01dec1962,4.92,4.24,2.87,3.86,3.56,3.01,1962m12,.14,.69,.99000001,.68000001
1963-01-01,0,01jan1963,4.91,4.21,2.91,3.83,3.58,3.04,1963m1,.13,.67000002,.92000002,.69999999
1963-02-01,0,01feb1963,4.89,4.19,2.92,3.92,3.66,3.01,1963m2,.090000004,.74000001,1,.69999999
1963-03-01,0,01mar1963,4.88,4.19,2.89,3.93,3.68,3.03,1963m3,.14,.79000002,1.04,.69
1963-04-01,0,01apr1963,4.87,4.21,2.9,3.97,3.74,3.11,1963m4,.20999999,.83999997,1.0700001,.66000003
1963-05-01,0,01may1963,4.85,4.22,2.93,3.93,3.72,3.12,1963m5,.19,.79000002,1,.63
1963-06-01,0,01jun1963,4.84,4.23,2.99,3.99,3.81,3.2,1963m6,.20999999,.81999999,1,.61000001
1963-07-01,0,01jul1963,4.84,4.26,3.18,4.02,3.89,3.48,1963m7,.30000001,.70999998,.83999997,.57999998
1963-08-01,0,01aug1963,4.83,4.29,3.32,4,3.89,3.53,1963m8,.20999999,.56999999,.68000001,.54000002
1963-09-01,0,01sep1963,4.84,4.31,3.38,4.08,3.96,3.57,1963m9,.19,.57999998,.69999999,.52999997
1963-10-01,0,01oct1963,4.83,4.32,3.45,4.11,3.97,3.64,1963m10,.19,.51999998,.66000003,.50999999
1963-11-01,0,01nov1963,4.84,4.33,3.52,4.12,4.01,3.74,1963m11,.22,.49000001,.60000002,.50999999
1963-12-01,0,01dec1963,4.85,4.35,3.52,4.13,4.04,3.81,1963m12,.28999999,.51999998,.61000001,.5
1964-01-01,0,01jan1964,4.83,4.39,3.52,4.17,4.07,3.79,1964m1,.27000001,.55000001,.64999998,.44
1964-02-01,0,01feb1964,4.83,4.36,3.53,4.15,4.03,3.78,1964m2,.25,.5,.62,.47
1964-03-01,0,01mar1964,4.83,4.38,3.54,4.22,4.14,3.91,1964m3,.37,.60000002,.68000001,.44999999
1964-04-01,0,01apr1964,4.85,4.4,3.47,4.23,4.15,3.91,1964m4,.44,.68000001,.75999999,.44999999
1964-05-01,0,01may1964,4.85,4.41,3.48,4.2,4.05,3.84,1964m5,.36000001,.56999999,.72000003,.44
1964-06-01,0,01jun1964,4.85,4.41,3.48,4.17,4.02,3.83,1964m6,.34999999,.54000002,.69,.44
1964-07-01,0,01jul1964,4.83,4.4,3.46,4.19,4.03,3.72,1964m7,.25999999,.56999999,.73000002,.43000001
1964-08-01,0,01aug1964,4.82,4.41,3.5,4.19,4.05,3.74,1964m8,.23999999,.55000001,.69,.41
1964-09-01,0,01sep1964,4.82,4.42,3.53,4.2,4.08,3.84,1964m9,.31,.55000001,.67000002,.40000001
1964-10-01,0,01oct1964,4.81,4.42,3.57,4.19,4.07,3.86,1964m10,.28999999,.5,.62,.38999999
1964-11-01,0,01nov1964,4.81,4.43,3.64,4.15,4.04,3.91,1964m11,.27000001,.40000001,.50999999,.38
1964-12-01,0,01dec1964,4.81,4.44,3.84,4.18,4.09,4.02,1964m12,.18000001,.25,.34,.37
1965-01-01,0,01jan1965,4.8,4.43,3.81,4.19,4.1,3.94,1965m1,.13,.28999999,.38,.37
1965-02-01,0,01feb1965,4.78,4.41,3.93,4.21,4.15,4.03,1965m2,.1,.22,.28,.37
1965-03-01,0,01mar1965,4.78,4.42,3.93,4.21,4.15,4.06,1965m3,.13,.22,.28,.36000001
1965-04-01,0,01apr1965,4.8,4.43,3.93,4.2,4.15,4.04,1965m4,.11,.22,.27000001,.37
1965-05-01,0,01may1965,4.81,4.44,3.89,4.21,4.15,4.03,1965m5,.14,.25999999,.31999999,.37
1965-06-01,0,01jun1965,4.85,4.46,3.8,4.21,4.15,3.99,1965m6,.19,.34999999,.41,.38999999
1965-07-01,0,01jul1965,4.88,4.48,3.84,4.2,4.15,3.98,1965m7,.14,.31,.36000001,.40000001
1965-08-01,0,01aug1965,4.88,4.49,3.84,4.25,4.2,4.07,1965m8,.23,.36000001,.41,.38999999
1965-09-01,0,01sep1965,4.91,4.52,3.92,4.29,4.25,4.2,1965m9,.28,.33000001,.37,.38999999
1965-10-01,0,01oct1965,4.93,4.56,4.03,4.35,4.34,4.3,1965m10,.27000001,.31,.31999999,.37
1965-11-01,0,01nov1965,4.95,4.6,4.09,4.45,4.46,4.37,1965m11,.28,.37,.36000001,.34999999
1965-12-01,0,01dec1965,5.02,4.68,4.38,4.62,4.72,4.72,1965m12,.34,.34,.23999999,.34
1966-01-01,0,01jan1966,5.06,4.74,4.59,4.61,4.86,4.88,1966m1,.28999999,.27000001,.02,.31999999
1966-02-01,0,01feb1966,5.12,4.78,4.65,4.83,4.98,4.94,1966m2,.28999999,.33000001,.18000001,.34
1966-03-01,0,01mar1966,5.32,4.92,4.59,4.87,4.92,4.97,1966m3,.38,.33000001,.28,.40000001
1966-04-01,0,01apr1966,5.41,4.96,4.62,4.75,4.83,4.9,1966m4,.28,.20999999,.13,.44999999
1966-05-01,0,01may1966,5.48,4.98,4.64,4.78,4.89,4.93,1966m5,.28999999,.25,.14,.5
1966-06-01,0,01jun1966,5.58,5.07,4.5,4.81,4.97,4.97,1966m6,.47,.47,.31,.50999999
1966-07-01,0,01jul1966,5.68,5.16,4.8,5.02,5.17,5.17,1966m7,.37,.37,.22,.51999998
1966-08-01,0,01aug1966,5.83,5.31,4.96,5.22,5.5,5.54,1966m8,.57999998,.54000002,.25999999,.51999998
1966-09-01,0,01sep1966,6.09,5.49,5.37,5.18,5.5,5.82,1966m9,.44999999,.13,-.19,.60000002
1966-10-01,0,01oct1966,6.1,5.41,5.35,5.01,5.27,5.58,1966m10,.23,-.079999998,-.34,.69
1966-11-01,0,01nov1966,6.13,5.35,5.32,5.16,5.36,5.54,1966m11,.22,.039999999,-.16,.77999997
1966-12-01,0,01dec1966,6.18,5.39,4.96,4.84,5,5.2,1966m12,.23999999,.039999999,-.12,.79000002
1967-01-01,0,01jan1967,5.97,5.2,4.72,4.58,4.7,4.75,1967m1,.029999999,-.02,-.14,.76999998
1967-02-01,0,01feb1967,5.82,5.03,4.56,4.63,4.74,4.71,1967m2,.15000001,.18000001,.07,.79000002
1967-03-01,0,01mar1967,5.85,5.13,4.26,4.54,4.54,4.35,1967m3,.090000004,.28,.28,.72000003
1967-04-01,0,01apr1967,5.83,5.11,3.84,4.59,4.51,4.11,1967m4,.27000001,.67000002,.75,.72000003
1967-05-01,0,01may1967,5.96,5.24,3.6,4.85,4.75,4.15,1967m5,.55000001,1.15,1.25,.72000003
1967-06-01,0,01jun1967,6.15,5.44,3.54,5.02,5.01,4.48,1967m6,.94,1.47,1.48,.70999998
1967-07-01,0,01jul1967,6.26,5.58,4.21,5.16,5.23,5.01,1967m7,.80000001,1.02,.94999999,.68000001
1967-08-01,0,01aug1967,6.33,5.62,4.27,5.28,5.31,5.13,1967m8,.86000001,1.04,1.01,.70999998
1967-09-01,0,01sep1967,6.4,5.65,4.42,5.3,5.4,5.24,1967m9,.81999999,.98000002,.88,.75
1967-10-01,0,01oct1967,6.52,5.82,4.56,5.48,5.57,5.37,1967m10,.81,1.01,.92000002,.69999999
1967-11-01,0,01nov1967,6.72,6.07,4.73,5.75,5.78,5.61,1967m11,.88,1.05,1.02,.64999998
1967-12-01,0,01dec1967,6.93,6.19,4.97,5.7,5.75,5.71,1967m12,.74000001,.77999997,.73000002,.74000001
1968-01-01,0,01jan1968,6.84,6.17,5,5.53,5.54,5.43,1968m1,.43000001,.54000002,.52999997,.67000002
1968-02-01,0,01feb1968,6.8,6.1,4.98,5.56,5.59,5.41,1968m2,.43000001,.61000001,.57999998,.69999999
1968-03-01,0,01mar1968,6.85,6.11,5.17,5.74,5.76,5.58,1968m3,.41,.58999997,.56999999,.74000001
1968-04-01,0,01apr1968,6.97,6.21,5.38,5.64,5.69,5.71,1968m4,.33000001,.31,.25999999,.75999999
1968-05-01,0,01may1968,7.03,6.27,5.66,5.87,6.04,6.14,1968m5,.47999999,.38,.20999999,.75999999
1968-06-01,0,01jun1968,7.07,6.28,5.52,5.72,5.85,5.98,1968m6,.46000001,.33000001,.2,.79000002
1968-07-01,0,01jul1968,6.98,6.24,5.31,5.5,5.6,5.65,1968m7,.34,.28999999,.19,.74000001
1968-08-01,0,01aug1968,6.82,6.02,5.09,5.42,5.5,5.43,1968m8,.34,.41,.33000001,.80000001
1968-09-01,0,01sep1968,6.79,5.97,5.19,5.46,5.48,5.45,1968m9,.25999999,.28999999,.27000001,.81999999
1968-10-01,0,01oct1968,6.84,6.09,5.35,5.58,5.55,5.57,1968m10,.22,.2,.23,.75
1968-11-01,0,01nov1968,7.01,6.19,5.45,5.7,5.66,5.75,1968m11,.30000001,.20999999,.25,.81999999
1968-12-01,0,01dec1968,7.23,6.45,5.96,6.03,6.12,6.19,1968m12,.23,.16,.07,.77999997
1969-01-01,0,01jan1969,7.32,6.59,6.14,6.04,6.25,6.34,1969m1,.2,.11,-.1,.73000002
1969-02-01,0,01feb1969,7.3,6.66,6.12,6.19,6.34,6.41,1969m2,.28999999,.22,.07,.63999999
1969-03-01,0,01mar1969,7.51,6.85,6.02,6.3,6.41,6.34,1969m3,.31999999,.38999999,.28,.66000003
1969-04-01,0,01apr1969,7.54,6.89,6.11,6.17,6.3,6.26,1969m4,.15000001,.19,.059999999,.64999998
1969-05-01,0,01may1969,7.52,6.79,6.04,6.32,6.54,6.42,1969m5,.38,.5,.28,.73000002
1969-06-01,0,01jun1969,7.7,6.98,6.44,6.57,6.75,7.04,1969m6,.60000002,.31,.13,.72000003
1969-07-01,0,01jul1969,7.84,7.08,7,6.72,7.01,7.6,1969m7,.60000002,.0099999998,-.28,.75999999
1969-08-01,0,01aug1969,7.86,6.97,6.98,6.69,7.03,7.54,1969m8,.56,.050000001,-.28999999,.88999999
1969-09-01,0,01sep1969,8.050000000000001,7.14,7.09,7.16,7.57,7.82,1969m9,.73000002,.47999999,.07,.91000003
1969-10-01,0,01oct1969,8.220000000000001,7.33,7,7.1,7.51,7.64,1969m10,.63999999,.50999999,.1,.88999999
1969-11-01,0,01nov1969,8.25,7.35,7.24,7.14,7.53,7.89,1969m11,.64999998,.28999999,-.1,.89999998
1969-12-01,0,01dec1969,8.65,7.72,7.82,7.65,7.96,8.17,1969m12,.34999999,.14,-.17,.93000001
1970-01-01,1,01jan1970,8.859999999999999,7.91,7.87,7.79,8.17,8.1,1970m1,.23,.30000001,-.079999998,.94999999
1970-02-01,1,01feb1970,8.779999999999999,7.93,7.13,7.24,7.82,7.59,1970m2,.46000001,.69,.11,.85000002
1970-03-01,1,01mar1970,8.630000000000001,7.84,6.63,7.07,7.21,6.97,1970m3,.34,.57999998,.44,.79000002
1970-04-01,1,01apr1970,8.699999999999999,7.83,6.51,7.39,7.5,7.06,1970m4,.55000001,.99000001,.88,.87
1970-05-01,1,01may1970,8.98,8.109999999999999,6.84,7.91,7.97,7.75,1970m5,.91000003,1.13,1.0700001,.87
1970-06-01,1,01jun1970,9.25,8.48,6.68,7.84,7.85,7.55,1970m6,.87,1.17,1.16,.76999998
1970-07-01,1,01jul1970,9.4,8.44,6.45,7.46,7.59,7.1,1970m7,.64999998,1.14,1.01,.95999998
1970-08-01,1,01aug1970,9.44,8.130000000000001,6.41,7.53,7.57,6.98,1970m8,.56999999,1.16,1.12,1.3099999
1970-09-01,1,01sep1970,9.390000000000001,8.09,6.12,7.39,7.29,6.73,1970m9,.61000001,1.17,1.27,1.3
1970-10-01,1,01oct1970,9.33,8.029999999999999,5.91,7.33,7.12,6.43,1970m10,.51999998,1.21,1.42,1.3
1970-11-01,1,01nov1970,9.380000000000001,8.050000000000001,5.28,6.84,6.47,5.51,1970m11,.23,1.1900001,1.5599999,1.33
1970-12-01,0,01dec1970,9.119999999999999,7.64,4.87,6.39,5.95,5,1970m12,.13,1.08,1.52,1.48
1971-01-01,0,01jan1971,8.74,7.36,4.44,6.24,5.89,4.57,1971m1,.13,1.45,1.8,1.38
1971-02-01,0,01feb1971,8.390000000000001,7.08,3.7,6.11,5.56,3.89,1971m2,.19,1.86,2.4100001,1.3099999
1971-03-01,0,01mar1971,8.460000000000001,7.21,3.38,5.7,5,3.69,1971m3,.31,1.62,2.3199999,1.25
1971-04-01,0,01apr1971,8.449999999999999,7.25,3.86,5.83,5.65,4.3,1971m4,.44,1.79,1.97,1.2
1971-05-01,0,01may1971,8.619999999999999,7.53,4.14,6.39,6.28,5.04,1971m5,.89999998,2.1400001,2.25,1.09
1971-06-01,0,01jun1971,8.75,7.64,4.75,6.52,6.53,5.64,1971m6,.88999999,1.78,1.77,1.11
1971-07-01,0,01jul1971,8.76,7.64,5.4,6.73,6.85,6.04,1971m7,.63999999,1.45,1.33,1.12
1971-08-01,0,01aug1971,8.76,7.59,4.94,6.58,6.55,5.8,1971m8,.86000001,1.61,1.64,1.17
1971-09-01,0,01sep1971,8.59,7.44,4.69,6.14,6.14,5.41,1971m9,.72000003,1.45,1.45,1.15
1971-10-01,0,01oct1971,8.48,7.39,4.46,5.93,5.93,4.91,1971m10,.44999999,1.47,1.47,1.09
1971-11-01,0,01nov1971,8.380000000000001,7.26,4.22,5.81,5.78,4.67,1971m11,.44999999,1.5599999,1.59,1.12
1971-12-01,0,01dec1971,8.380000000000001,7.25,4.01,5.93,5.69,4.6,1971m12,.58999997,1.6799999,1.92,1.13
1972-01-01,0,01jan1972,8.23,7.19,3.38,5.95,5.59,4.28,1972m1,.89999998,2.21,2.5699999,1.04
1972-02-01,0,01feb1972,8.23,7.27,3.2,6.08,5.69,4.27,1972m2,1.0700001,2.49,2.8800001,.95999998
1972-03-01,0,01mar1972,8.24,7.24,3.73,6.07,5.87,4.67,1972m3,.94,2.1400001,2.3399999,1
1972-04-01,0,01apr1972,8.24,7.3,3.71,6.19,6.17,4.96,1972m4,1.25,2.46,2.48,.94
1972-05-01,0,01may1972,8.23,7.3,3.69,6.13,5.85,4.64,1972m5,.94999999,2.1600001,2.4400001,.93000001
1972-06-01,0,01jun1972,8.199999999999999,7.23,3.91,6.11,5.91,4.93,1972m6,1.02,2,2.2,.97000003
1972-07-01,0,01jul1972,8.23,7.21,3.98,6.11,5.97,4.96,1972m7,.98000002,1.99,2.1300001,1.02
1972-08-01,0,01aug1972,8.19,7.19,4.02,6.21,6.02,4.98,1972m8,.95999998,2,2.1900001,1
1972-09-01,0,01sep1972,8.09,7.22,4.66,6.55,6.25,5.52,1972m9,.86000001,1.59,1.89,.87
1972-10-01,0,01oct1972,8.06,7.21,4.74,6.48,6.18,5.52,1972m10,.77999997,1.4400001,1.74,.85000002
1972-11-01,0,01nov1972,7.99,7.12,4.78,6.28,6.12,5.27,1972m11,.49000001,1.34,1.5,.87
1972-12-01,0,01dec1972,7.93,7.08,5.07,6.36,6.16,5.52,1972m12,.44999999,1.09,1.29,.85000002
1973-01-01,0,01jan1973,7.9,7.15,5.41,6.46,6.34,5.89,1973m1,.47999999,.93000001,1.05,.75
1973-02-01,0,01feb1973,7.97,7.22,5.6,6.64,6.6,6.19,1973m2,.58999997,1,1.04,.75
1973-03-01,0,01mar1973,8.029999999999999,7.29,6.09,6.71,6.8,6.85,1973m3,.75999999,.70999998,.62,.74000001
1973-04-01,0,01apr1973,8.09,7.26,6.26,6.67,6.67,6.85,1973m4,.58999997,.41,.41,.82999998
1973-05-01,0,01may1973,8.06,7.29,6.36,6.85,6.8,6.89,1973m5,.52999997,.44,.49000001,.76999998
1973-06-01,0,01jun1973,8.130000000000001,7.37,7.19,6.9,6.69,7.31,1973m6,.12,-.5,-.28999999,.75999999
1973-07-01,0,01jul1973,8.24,7.45,8.01,7.13,7.33,8.390000000000001,1973m7,.38,-.68000001,-.88,.79000002
1973-08-01,0,01aug1973,8.529999999999999,7.68,8.67,7.4,7.63,8.82,1973m8,.15000001,-1.04,-1.27,.85000002
1973-09-01,0,01sep1973,8.630000000000001,7.63,8.289999999999999,7.09,7.05,8.31,1973m9,.02,-1.24,-1.2,1
1973-10-01,0,01oct1973,8.41,7.6,7.22,6.79,6.77,7.4,1973m10,.18000001,-.44999999,-.43000001,.81
1973-11-01,0,01nov1973,8.42,7.67,7.83,6.73,6.92,7.57,1973m11,-.25999999,-.91000003,-1.1,.75
1973-12-01,1,01dec1973,8.48,7.68,7.45,6.74,6.8,7.27,1973m12,-.18000001,-.64999998,-.70999998,.80000001
1974-01-01,1,01jan1974,8.48,7.83,7.77,6.99,6.95,7.42,1974m1,-.34999999,-.81999999,-.77999997,.64999998
1974-02-01,1,01feb1974,8.529999999999999,7.85,7.12,6.96,6.82,6.88,1974m2,-.23999999,-.30000001,-.16,.68000001
1974-03-01,1,01mar1974,8.619999999999999,8.01,7.96,7.21,7.31,7.76,1974m3,-.2,-.64999998,-.75,.61000001
1974-04-01,1,01apr1974,8.869999999999999,8.25,8.33,7.51,7.92,8.619999999999999,1974m4,.28999999,-.41,-.81999999,.62
1974-05-01,1,01may1974,9.050000000000001,8.369999999999999,8.23,7.58,8.18,8.779999999999999,1974m5,.55000001,-.050000001,-.64999998,.68000001
